,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56
sheremetievsky.ru.html,,,,,,1,,,,,1,,1,1,,,,,,1,,,,,,,1,1,,,3200,3,7,Парк-Отель Шереметьевский,880," 8,3 ",sheremetievsky.ru.html,,"7,3",,"7,9",,,,"7,9",8,,,,"7,3","8,4",,"5,8","11,1","9,1","7,6",
astrus-central-tourists-house.ru.html,,,1,,,1,,,,,1,,,1,,,,,,,1,,,,,1,1,,,,4548,3,7,Отель Аструс Москва,2796," 7,8 ",astrus-central-tourists-house.ru.html,,"13,9",,"13,5",,,"10,9","13,4","13,1",,"8,8",,,"13,4",,,"7,5","12,2",12,
biznies-otiel-spiektr-taghanka.ru.html,1,,1,,,1,,,,,1,,,1,,,,,,1,,,1,,,,,,,,6000,3,7,,555," 8,6 ",biznies-otiel-spiektr-taghanka.ru.html,,"3,6",,3,,,,"3,1","3,1",,5,,,"2,4",,"5,3",7,"2,4","4,3",
d3-4ndud-n-d-dddd.ru.html,1,,1,,,,,,,,1,,1,1,,,,,,1,,,,,,,,,,,5500,3,6,,304," 7,9 ",d3-4ndud-n-d-dddd.ru.html,,"1,5","3,6","2,1",,,,"2,1","2,2",,,,,"2,7",,2,"6,8","3,4","2,3",
kitay-gorod.ru.html,1,,1,,,,,,,,1,,,1,,1,,,,1,,,,,,,,,,,5000,2,6,Китай-город Отель,1167," 8,1 ",kitay-gorod.ru.html,,"1,2","6,2",,,"8,5",,"0,9","1,1",,"5,2",,,,,3,"6,7","1,7","2,7",
kustos-petrovskii-bul-var-moskva.ru.html,1,,,,,,,1,,,,,,1,,1,,1,,1,,,,,,,,,,,5125,-,6,Custos Hotel Petrovsky,65," 8,9 ",kustos-petrovskii-bul-var-moskva.ru.html,,1,"4,3","1,6",,,,"1,6","1,8",,,,,"2,1",,"1,6",7,3,"2,5",
loftinn.ru.html,1,,,,,1,,,,,,,1,1,,,1,,,1,,,,1,,,,,,,4905,3,7,,168," 8,4 ",loftinn.ru.html,,"3,9",,"3,9",,"5,3",,4,"4,3",,,,,"3,7",,"3,6","9,8","4,7","5,8",
katerina-city.ru.html,,,1,,,1,,,,,1,,,1,,,,,,,1,1,,,,1,,,,,5580,4,7,Отель Катерина Сити,1218," 8,5 ",katerina-city.ru.html,,"3,6",,3,,,,"3,1",3,,4,,,"2,5",,"5,7","6,1",2,4,
vellion-vodnyi.ru.html,1,,,,,1,,,,,1,,,1,,,,,,1,1,,1,,,,,,,,3100,3,7,Веллион Водный ,43," 8,9 ",vellion-vodnyi.ru.html,,"11,8","6,7","12,3",,,,"12,3","12,4",,,,4,,"8,4","10,5","14,2",,"11,7",
bulvar.ru.html,1,,1,,,,,,,,1,,,1,,1,,,,1,,,,,,,,,,,3750,-,6,Апарт-отель Наумов,860," 8,2 ",bulvar.ru.html,,1,"5,2","1,4",,,,"1,5","1,8",,,,,"1,7",,"1,6","7,4","2,9",3,
pogosti-ru-na-chistih-prudah.ru.html,1,,,,,,,,,,,,,1,,1,,,,1,1,1,,,,,,,,,6300,2,6,,379," 8,2 ",pogosti-ru-na-chistih-prudah.ru.html,,"1,6","6,2","1,7",,,,"1,8","2,1",,,,,"1,6",,"2,4","7,7","2,8","3,5",
fortis-moscow-dubrovka.ru.html,,,1,,,1,,,,,1,,1,1,,,,,,1,,1,,,,,,,,,3150,3,7,,868," 8,6 ",fortis-moscow-dubrovka.ru.html,,"5,8",,"5,2",,,"5,7","5,2","5,2",,"5,5",,,"4,6",,,"7,7","4,3","6,2",
na-trubnoy.ru.html,1,,1,,,,,,,,1,,,1,,,,,,1,1,,,,,,,,,,4744,3,6,,484," 8,9 ",na-trubnoy.ru.html,,"0,9","4,4","1,5",,,,"1,6","1,8",,,,,"2,1",,"1,6",7,3,"2,5",
buddhotel-moscow.ru.html,1,,,,,,,,,,,,,1,,,,,,1,1,1,1,,,,,,,,4087,3,6,,682," 8,3 ",buddhotel-moscow.ru.html,,"4,1",,"4,7",,,,"4,7","4,8",,"8,1",,,"5,3",,"3,2","8,2","5,9","4,4",
maxima-irbis.ru.html,,,,,,1,,,,,1,1,,1,,,,,,1,,,,,,1,1,,,,2380,3,7,,682," 8,1 ",maxima-irbis.ru.html,,"9,4","5,8",10,,,,"10,1","10,3",,,,"9,1","10,5",,"7,4","14,1",,"10,3",
sleep-at-home-hotel.ru.html,1,,,,,,,,,,1,,,1,,1,,1,,1,,,,,,,,,,,4320,-,6,Отель Sleep at Home,436," 9,0 ",sleep-at-home-hotel.ru.html,,"2,5","5,9","2,2",,,,"2,1","1,8",,"2,9",,,"2,3",,"4,8","3,9","1,6",,
eugene.ru.html,1,,,,,1,,,,,1,,,1,,,,,,1,1,,1,,,,,,,,3900,3,7,,690," 8,6 ",eugene.ru.html,,"4,3",,"4,3",,"4,9",,"4,4","4,7",,,,,"4,1",,"3,7","10,3","5,2","6,2",
apelsin-on-tverskoy-bulvar.ru.html,1,,1,,,,,,,,1,,,1,,,,,,1,,1,,,,,,,,,3500,-,6,,351," 8,1 ",apelsin-on-tverskoy-bulvar.ru.html,,"1,2","4,3","1,5",,,,"1,4","1,4",,,,,"2,1",,3,"5,6","2,4","1,1",
apart-otiel-quot-naumov-quot.ru.html,1,,1,,,,,,,,1,,,1,,1,,,,1,,,,,,,,,,,4800,3,6,Апарт-отель Наумов Лубянка,854," 8,8 ",apart-otiel-quot-naumov-quot.ru.html,,"0,9","5,4","1,2",,,,"1,3","1,6",,,,,"1,5",,"1,9","7,3","2,6","2,9",
seven-hills-taganka.ru.html,1,,,,,1,,,,,,,,1,,1,,,,1,1,,1,,,,,,,,4950,3,7,,760," 8,3 ",seven-hills-taganka.ru.html,,3,,"2,6",,,,"2,7","2,7",,"5,5",,,2,,"4,5","7,4","2,5","4,2",
mini-otiel-nabat-palas.ru.html,1,,,,,,,,,,1,,,1,,1,,,,1,1,,,,,,,,,,3595,-,6,,248," 8,6 ",mini-otiel-nabat-palas.ru.html,,"13,6",,13,,,"5,3","13,1",13,,"11,9","7,2",,"12,4",,,"13,8",12,,
kustos-serebrianicheskii-per.ru.html,1,,,,,,,,,,,,,1,,1,,1,,1,,,1,,,,,,,,4752,-,6,,50," 8,5 ",kustos-serebrianicheskii-per.ru.html,,"2,2","7,2","1,8",,,,"1,9",2,,"5,4",,,,,"3,7","7,1",2,"3,5",
courtyard-by-marriott-moscow-city-center.ru.html,1,,,,,1,,,,,,1,,1,,,,,,1,1,,1,,,,,,,,5940,4,7,,1538," 8,6 ",courtyard-by-marriott-moscow-city-center.ru.html,,"0,9","4,6","1,1",,,,"1,1","1,1",,,,,"1,7",,"2,9","5,7","2,1","1,1",
city-life.ru.html,1,,1,,,,,,,,1,,,1,,,,,,1,1,,,,,,,,,,4500,-,6,,407," 7,6 ",city-life.ru.html,,"1,3","5,3","1,7",,,,"1,8","2,1",,,,,"1,9",,"1,5","7,7","3,1","3,3",
sleepytom.ru.html,,,1,,,1,,,,,1,,1,1,,,,,,1,,,1,,,,,,,,5865,-,7,,627," 8,8 ",sleepytom.ru.html,,"1,5","3,6","2,1",,,,2,"2,2",,,,,"2,6",,"1,9","6,8","3,4","2,3",
sad-2.ru.html,1,,1,,,,,,,,1,,,1,,1,,,,1,,,,,,,,,,,2800,-,6,,470," 8,7 ",sad-2.ru.html,,"1,1","4,6","1,7",,,,"1,7",2,,,,,"2,1",,"1,3","7,4","3,2","2,9",
post-hotel-mohovaya.ru.html,,,1,,,1,,,,,1,,,1,,,,,,1,1,1,,,,,,,,,5307,3,7,,1689," 8,5 ",post-hotel-mohovaya.ru.html,,"1,1",,"0,8",,,,"0,7","0,4",,"4,1",,,"1,2",,"3,5","5,3","1,2","1,1",
dd-d1-4d-d1-2d-nnnddegnd-d2d1-2d3-4-d3d3-4nnd-d1-2d-nd1-2nd1-dod3-4nd-nn-ddddps-d-d-d3-4nnd-d2d1-2d3-4-d-dud-ddegd3d3-4d3d-ndundod3-4d3d3-4-dod3-4d-d-dud-dpddeg-dd3-4ndod3-4d1-4nd-d3-4nnddeg.ru.html,1,,,,,,,,,,1,,1,1,,1,,,,1,,,,,,,,,,,3800,3,6,Гостиница Москомспорта,121," 8,0 ",dd-d1-4d-d1-2d-nnnddegnd-d2d1-2d3-4-d3d3-4nnd-d1-2d-nd1-2nd1-dod3-4nd-nn-ddddps-d-d-d3-4nnd-d2d1-2d3-4-d-dud-ddegd3d3-4d3d-ndundod3-4d3d3-4-dod3-4d-d-dud-dpddeg-dd3-4ndod3-4d1-4nd-d3-4nnddeg.ru.html,,"17,6",,,,,"8,5",17,"16,7",,"12,7","15,1",,"16,7",,,13,"15,6","16,5",
holiday-inn-moscow-simonovsky.ru.html,,,,,,1,,,,,,1,,1,,,,,,1,1,1,1,,,,,,,,4050,4,7,Холидей Инн Москва Таганский,1439," 8,3 ",holiday-inn-moscow-simonovsky.ru.html,,"4,3",,"3,7",,,,"3,8","3,7",,"4,8",,,"3,1",,"6,1","6,9","2,9","4,8",
hostel-start.ru.html,,,1,,,,,,,,1,,1,1,,,,,,,,1,,,,1,,,,,10000,-,6,Hostel Start,292," 7,3 ",hostel-start.ru.html,,"13,6","8,5","14,1",,,,14,"14,1",,,,,"14,7","5,6","12,7","14,8",,"13,1",
boutique-bohemia.ru.html,1,,1,,,,,,,,1,,,1,,,,,,1,,1,,,,,,,,,6033,3,6,,244," 8,9 ",boutique-bohemia.ru.html,,"1,1",4,"1,7",,,,"1,6","1,8",,,,,"2,2",,"1,9","6,7",3,"2,1",
element.ru.html,1,,1,,,1,,,,,1,,,1,,,,,,1,1,,,,,,,,,,3200,3,7,,833," 8,2 ",element.ru.html,,"1,1","4,6","1,2",,,,"1,1","1,1",,,,,"1,8",,3,"5,5","2,1",1,
park-hotel-fili.ru.html,,,1,,,1,,,,,1,,1,1,,,,,,1,,,1,,,,,,,,4050,3,7,,904," 7,8 ",park-hotel-fili.ru.html,,"8,3","6,8","8,4",,,,"8,3","8,1",,7,,"8,6",,,,"5,2","8,2","6,5",
sretenskaya.ru.html,,,1,,,1,,,,,1,,,1,,,,,,1,1,,,,,1,,,,,5490,4,7,Гостиница Сретенская,442," 8,4 ",sretenskaya.ru.html,,"1,3","5,1","1,7",,,,"1,8","2,1",,,,,2,,"1,4","7,7","3,2","3,2",
pushkin-moscow1.ru.html,1,,1,,,1,,,,,1,,,1,,,,,,1,,,1,,,,,,,,6030,4,7,,949," 8,5 ",pushkin-moscow1.ru.html,,"1,2","3,9","1,8",,,,"1,8","1,9",,,,,"2,4",,"2,1","6,6","3,1","2,1",
holiday-inn-moscow-seligerskaya.ru.html,,,,,,1,,,,,,1,1,1,,,,,,1,,,,,,,1,1,,,2970,4,7,,1222," 8,3 ",holiday-inn-moscow-seligerskaya.ru.html,,"13,4",9,14,,,,14,"14,2",,,,"8,3",,"12,3","11,5","17,3",,"13,9",
dd-d-d1-2dun-d3-4ndud-n-d-d-dudonn.ru.html,,,1,,,1,,,,,1,1,,1,,,,,,1,1,,,,,,,,,,6000,3,7,Бизнес Отель Спектр - Хамовники,390," 7,7 ",dd-d-d1-2dun-d3-4ndud-n-d-d-dudonn.ru.html,,"5,5","7,7","5,2",,,"9,1","5,1","4,8",,,,,"5,3",,"7,7",,"4,2","3,6",
andron-otiel.ru.html,1,,1,,,,,,,,1,,,1,,,,,,1,,,1,,,,,,,,2078,3,6,Андрон Отель на площади Ильича,4600," 7,4 ",andron-otiel.ru.html,,"3,7",,"3,3",,,,"3,4","3,5",,"6,4",,,"2,8",,"4,7","8,3","3,4",5,
azimut-moscow-tulskaya.ru.html,,,1,,,1,,,,,1,,1,1,,,,,,1,,1,,,,,,,,,3145,4,7,AZIMUT Отель Тульская Москва,1891," 8,6 ",azimut-moscow-tulskaya.ru.html,,"6,6",,6,,,"4,7",6,"5,7",,"2,7",,,"5,7",,,"4,6","4,5","5,8",
orange-hostel-at-popkrovka.ru.html,1,,1,,,,,,,,1,,,1,,,,,,1,1,,,,,,,,,,2580,1,6,,835," 8,0 ",orange-hostel-at-popkrovka.ru.html,,,"4,6","1,2",,,,"1,2","1,4",,"5,7",,,"1,7",,2,"6,7","2,6","2,2",
gostevoi-dom-shale-moskva.ru.html,,,,1,,,,,,,1,,1,1,,,,,,1,,1,,,,,,,,,3900,3,6,"""Chalet"" Кантри Клаб Шереметьево",77," 9,2 ",gostevoi-dom-shale-moskva.ru.html,,,,,"19,9",,,,,,,,"15,7",,15,,,,,
aparthotel-naumov.ru.html,1,,1,,,,,,,,1,,,1,,1,,,,1,,,,,,,,,,,7500,3,6,Апарт-отель Наумов Сретенка,644," 9,0 ",aparthotel-naumov.ru.html,,"1,1","5,3","1,5",,,,"1,6","1,9",,,,,"1,8",,"1,6","7,5","2,9","3,1",
marianhall.ru.html,,,1,,,,,,,,1,1,1,1,,,,,,1,,,,,,,,,,,2500,-,6,,162," 8,1 ",marianhall.ru.html,,"15,6","18,2","15,7",,,,"15,8","16,1",,"19,7",,,"15,5",,"14,4",,"16,5","17,5",
gala-luxe.ru.html,,,1,,,,,,,,1,,1,1,,,,,,,,1,,,,,1,,,,3000,-,6,,104," 9,4 ",gala-luxe.ru.html,"13,7",,,,,,,,,,"16,8",,"19,7",,"18,5",,"14,9","19,9",19,"19,3"
people-tverskaya-street.ru.html,1,,1,,,,,,,,1,,,1,,,,,,1,,,1,,,,,,,,5900,-,6,,-,-,people-tverskaya-street.ru.html,,,,,,,,,,,,,,,,,,,,
maxima-slavia.ru.html,1,,,,,1,,,,,1,,,1,,,,,,1,1,,1,,,,,,,,2210,3,7,,786," 8,4 ",maxima-slavia.ru.html,,"12,7",12,"13,1",,"8,3",,"13,2","13,5",,,,,"13,3",,"10,3","18,9",,"14,4",
n-house.ru.html,1,,,,,,,1,,,1,,,1,,1,,,,1,,,,,,,,,,,5220,2,6,Мини-отель N-House,299," 8,4 ",n-house.ru.html,,"1,7","6,6","1,1",,,9,"1,1","0,9",,4,,,,,4,"5,6",,"2,1",
detol.ru.html,1,,,,,1,,,,,,,1,1,,,1,,,1,,,,1,,,,,,,4000,3,7,,155," 9,0 ",detol.ru.html,,"9,5","7,9","9,6",,,,"9,4","9,2",,"7,8",,"8,9",,,,"5,8","9,3","7,7",
de-art-13-na-profsoyuznoy.ru.html,1,,,,,1,,,,,,,1,1,,,,,,1,,,1,1,,,,,,,7500,-,7,De Art 13 Отель на Профсоюзной,31," 7,6 ",de-art-13-na-profsoyuznoy.ru.html,,"11,3",,"10,9",,,"7,5","10,8","10,5",,"6,1",,,"10,7",,,"5,6","9,5","9,7",
east-west.ru.html,1,,,,,1,,,,,,,,1,,1,,,,1,,,1,,,,,,,,9500,-,6,,295," 7,0 ",east-west.ru.html,,"1,1","4,4","1,4",,,,"1,3","1,3",,,,,2,,"2,8","5,7","2,4","1,2",
ecotel.ru.html,,,1,,,,,,,,1,,,1,,,,,,1,1,1,,,,,,,,,2999,2,6,,655," 8,2 ",ecotel.ru.html,,3,"7,5","2,4",,,,"2,3","2,1",,"2,8",,,"2,1",,"5,3","4,6",,"2,5",
apartamienty-amieli-s-triemia-spal-niami-i-ghostinoi.ru.html,,1,,,,,,,,1,1,,,1,,1,,,,1,,,,,,,,,,,8000,-,6,Guest House Amelie,43," 9,0 ",apartamienty-amieli-s-triemia-spal-niami-i-ghostinoi.ru.html,,"0,7","4,4","1,2",,,,"1,2","1,3",,,,,"1,8",,"2,4","6,2","2,5","1,7",
sk-royal.ru.html,,,1,,,1,,,,,,1,1,1,,,,,,1,,1,,,,,,,,,4500,4,7,,1632," 8,7 ",sk-royal.ru.html,,"17,5","13,4","18,1",,"18,3",,"18,1","18,3",,,,"12,2",,"15,4","15,4",,,"18,2",
tipo.ru.html,1,,,,,,,,,,1,,,1,,,,,,1,1,,,1,,,,,,,3400,3,6,Отель Венера ,559," 8,5 ",tipo.ru.html,,"6,3","5,6","6,9",,"7,4",,"6,9","7,2",,,,,"7,2",,"3,9","12,3",,"7,8",
molodyozhny.ru.html,1,,,,,1,,,,,,,,1,,,,,,1,1,,1,1,,,,,,,2700,3,7,Отель Молодежный,1450," 7,8 ",molodyozhny.ru.html,,"7,9",4,"8,6",,,,"8,6","8,7",,,,"8,3","9,1",,"6,1","12,4",,"8,6",
prince.ru.html,1,,,,,,,,,,1,,1,1,,,,,,1,,,,1,,,,,,,3420,3,6,Роял Отель,979," 6,8 ",prince.ru.html,,"17,3",,"16,8",,,"11,6","16,7","16,4",,12,,,"16,7",,,"11,2","15,4","15,6",
eliton.ru.html,1,,,,,,,,1,,,,1,1,,1,,,,1,,,,,,,,,,,3900,-,6,,107," 8,3 ",eliton.ru.html,,"4,1",,"4,2",,5,,"4,4","4,6",,,,,"4,1",,"3,5","10,2","5,2","6,1",
randievu-moskva1.ru.html,1,,,,,1,,,,,1,,1,1,,,,,,1,,1,,,,,,,,,7900,-,7,Отель Рандеву,11," 6,9 ",randievu-moskva1.ru.html,,"6,6","7,5","6,4",,,,"6,3","6,1",,"3,6",,,"6,7",,"8,5",,"5,8","4,7",
khitrovka.ru.html,1,,1,,,1,,,,,1,,,1,,,,,,1,,,1,,,,,,,,4480,4,7,,738," 8,6 ",khitrovka.ru.html,,"1,7","6,8","1,3",,,,"1,4","1,5",,"5,2",,,,,"3,4","6,8","1,8","3,1",
d3-4ndud-n.ru.html,1,,,,,,,,,,1,,1,1,,,,,,1,,,,1,,,,,,,8000,3,6,Гостиница Гравор,262," 8,4 ",d3-4ndud-n.ru.html,,"7,2",,"6,8",,"7,2","7,9","6,9",7,,,,,"6,2",,"8,1","10,7","6,5",,
otiel-apiel-sin-na-prieobrazhienskoi-ploshchadi-moskva.ru.html,1,,,,,,,,,,1,,1,1,,,,,,1,,1,,,,,,,,,2900,3,6,Отель Апельсин Преображенская площадь,137," 8,3 ",otiel-apiel-sin-na-prieobrazhienskoi-ploshchadi-moskva.ru.html,,"7,6","9,2","7,9",,"3,2",,8,"8,3",,,,,"7,9",,"5,7","13,9","9,1",,
odnokomnatnaia-kvartira-v-taunkhause.ru.html,,,,,,,,,,,,,,1,1,,1,,,1,1,,,,,,,,,,8000,-,5,Однокомнатная квартира в таунхаусе,-,-,odnokomnatnaia-kvartira-v-taunkhause.ru.html,,,"16,4",,"15,3",,,,,,,,"9,8",,"9,4",,,,,
otiel-quot-parkoff-quot.ru.html,1,,,,,,,,,,,,,1,,1,,1,,1,1,,,,,,,,,,3000,3,6,,854," 9,1 ",otiel-quot-parkoff-quot.ru.html,,"12,6","15,5","12,6",,,,"12,7",13,,,,,"12,4",,"11,4","18,4","13,3","14,5",
botanika-moskva1.ru.html,,,1,,,,,,,1,1,,1,1,,,,,,1,,,,,,,,,,,4000,-,6,,-,-,botanika-moskva1.ru.html,,"7,2","4,2","7,8",,,,"7,8",8,,,,,"8,3",,5,"12,2","9,2","8,1",
boutique-max.ru.html,1,,,,,,,1,,1,,,,1,,1,,,,1,,,,,,,,,,,4800,-,6,Бутик-отель МАКС,141," 8,4 ",boutique-max.ru.html,,"0,8","4,3","1,4",,,,"1,3","1,5",,,,,2,,"2,2","6,4","2,7","1,9",
mercure-arbat-moscow.ru.html,1,,,,,1,,,,,1,1,,1,,,,,,1,,,1,,,,,,,,7900,4,7,Отель Меркюр Арбат Москва,1284," 9,1 ",mercure-arbat-moscow.ru.html,,"2,5",5,"2,5",,,,"2,4","2,1",,"3,6",,,"2,9",,"4,5","4,1","2,4",,
rooms-on-tekstilshchiki.ru.html,,,,,1,,,,,1,,,1,1,,1,,,,1,,,,,,,,,,,9999,-,6,Rooms on Tekstilshchiki,-,-,rooms-on-tekstilshchiki.ru.html,,"9,9",,"9,4",,,"5,4","9,4","9,4",,"9,4",,,"8,8",,,"11,5","8,6","10,5",
pathos-na-kremlevskoy.ru.html,1,,,,,,,1,,,1,,,1,,1,,,,1,,,,,,,,,,,4100,-,6,,1149," 7,0 ",pathos-na-kremlevskoy.ru.html,,"1,5",,"1,1",,,,1,"0,7",,"3,8",,,"1,2",,"3,9",5,1,"1,1",
on-verkhnye-polya-1-st.ru.html,1,,,,,1,,,,,,,1,1,,1,,,,1,,,,1,,,,,,,3500,-,7,,5," 9,2 ",on-verkhnye-polya-1-st.ru.html,,,,,,,,,,,,,,,,,,,,
proton-business.ru.html,,,,,,1,,,,,1,1,1,1,,,,,,1,,,1,,,,,,,,3300,4,7,Бизнес-Отель Протон,1186," 8,1 ",proton-business.ru.html,,"8,3","6,2","8,5",,,,"8,4","8,2",,"7,6",,"7,8",,,,"5,9","8,5","6,7",
status-moskva.ru.html,1,,1,,,,,,,,1,,,1,,,,,,1,,,1,,,,,,,,3910,3,6,,557," 6,8 ",status-moskva.ru.html,,"1,1","4,6","1,3",,,,"1,2","1,1",,,,,"1,8",,"3,1","5,5","2,1",1,
relax-with-football.ru.html,,,1,,,,,,,,,,1,1,,1,,,,1,,1,,,,,,,,,10000,-,6,relax with football,-,-,relax-with-football.ru.html,,"9,1","5,3","9,7",,,,"9,8",10,,,,"8,7","10,3",,"7,1","13,7",,"9,9",
golden-moskva.ru.html,1,,,,,,,,1,,,,1,1,,1,,,,1,,,,,,,,,,,7500,-,6,Golden Hotel,-,-,golden-moskva.ru.html,,"7,4",,"6,8",,,"4,2","6,9","6,8",,"6,2",,,"6,2",,,"8,3","5,7","7,6",
citycomfort-on-arbatskaya.ru.html,1,,1,,,1,,,,,1,,,1,,,,,,1,,1,,,,,,,,,3150,3,7,СитиКомфорт Отель на Арбатской,1358," 7,9 ",citycomfort-on-arbatskaya.ru.html,,1,,"1,1",,,,1,"0,9",,"4,5",,,"1,6",,"3,2","5,4","1,9","0,9",
mini-hotel-4-rooms.ru.html,,,,,,,,,,,1,,1,1,,,,,,1,,,1,,,1,,,,,4300,-,6,Гостиница Четыре Комнаты,6," 7,5 ",mini-hotel-4-rooms.ru.html,,"8,4","3,3","8,9",,,,"8,9","8,9",,,,5,"9,5",,"7,5","10,8",,"8,2",
zima.ru.html,1,,,,,,,,,,1,,1,1,,,,,,1,,,,1,,,,,,,4000,-,6,,242," 8,3 ",zima.ru.html,,"1,5","3,5","2,1",,,,"2,1","2,3",,,,,"2,7",,"1,9","6,8","3,4","2,4",
royal-zenith-ii.ru.html,,,,,,1,,,,,1,,1,1,,,,,,1,,,,,,1,1,,,,7955,4,7,,38," 8,3 ",royal-zenith-ii.ru.html,,"11,3","7,3","11,6",,,,"11,5","11,4",,"11,8",,,,6,"11,4","10,3",,"10,1",
de-atr-13-rimskaya.ru.html,1,,,,,1,,,,,,,1,1,,,,,,1,,,,1,,,,,,,9000,-,6,De Atr 13 Rimskaya,15," 8,4 ",de-atr-13-rimskaya.ru.html,,"5,6",,"5,3",,"6,1",,"5,4","5,5",,,,,"4,8",,"6,2",10,"5,3",7,
khostel-polianka-filial-moskva.ru.html,1,,1,,1,,,,,,1,,1,1,,,,,,,,,,,,,,,,,4680,-,6,,-,-,khostel-polianka-filial-moskva.ru.html,"14,5",,,,,,,,,,"16,9",,"18,9",,"17,6",,"14,9",20,"18,9","19,3"
park-otiel-parus.ru.html,1,,,,,,,,,,,,1,1,,,,,,1,,1,,1,,,,,,,3590,2,6,,83," 7,9 ",park-otiel-parus.ru.html,,"18,2",,"17,8",,,"14,7","17,7","17,4",,"13,2",,,"17,8",,,"11,8","16,6","16,3",
dd3-4nnd-d1-2d-nddeg-dddegndo-dndud-n.ru.html,1,,,,,,,,,,1,,,1,,,,,,1,1,,1,,,,,,,,2100,3,6,Гостиница Первомайская,811," 8,0 ",dd3-4nnd-d1-2d-nddeg-dddegndo-dndud-n.ru.html,,"13,1","16,3","13,1",,,,"13,2","13,4",,,,,"12,7",,"12,1","18,7","13,7","14,9",
apartamenty-na-kamergerskom.ru.html,,,,,,,,,,1,1,,,1,,1,,,,1,,,,,,,,,,,5400,-,5,,-,-,apartamenty-na-kamergerskom.ru.html,,,,,,,,,,,,,,,,,,,,
greenpointhostel.ru.html,1,,1,,,,,,,,1,,1,1,,,,,,1,,,,,,,,,,,8000,-,6,Greenpoint Hostel,19," 8,0 ",greenpointhostel.ru.html,,"3,2","5,7","3,6",,"6,4",,"3,7",4,,,,,"3,7",,,"9,6","4,9","5,1",
extra.ru.html,,,,,,,,,,,1,,1,1,,,,,,,,,,,,,,,,,7000,-,3,,-,-,extra.ru.html,,,,,,,,,,,,,,,,,,,,
dvukhkomnatnaia-kvartira-moskva1234567891011121314151617181920212223242526272838.ru.html,,,1,,1,,,,,1,,,1,1,,,,,,,,1,,,,,,,,,9999,-,6,Apartment on Prospekt Mira 116,-,-,dvukhkomnatnaia-kvartira-moskva1234567891011121314151617181920212223242526272838.ru.html,,"5,6","5,3","6,1",,"7,2",,"6,2","6,5",,,,,"6,4",,"3,2","11,6",,"7,2",
de.ru.html,1,,1,,,1,,,,,1,,,1,,,,,,1,,,1,,,,,,,,3614,3,7,Дизайн Отель (Д'Отель) ,786," 8,5 ",de.ru.html,,"6,6","6,2","7,1",,"6,8",,"7,2","7,5",,,,,"7,4",,"4,2","12,7",,"8,2",
komnata-moskva123456789101112131415161718192021222324252627282930313233343536387.ru.html,1,,1,,,,,1,,,1,,1,1,,,,,,,,,,,,,,,,,10000,-,6,komnata,-,-,komnata-moskva123456789101112131415161718192021222324252627282930313233343536387.ru.html,,"5,2","2,2","5,6",,,,"5,5","5,5",,,,,"6,2",,"5,5","6,7","6,3","4,4",
city-comfort.ru.html,,,1,,,,,,,,1,,,1,,,,,,1,1,1,,,,,,,,,3150,3,6,,1194," 8,1 ",city-comfort.ru.html,,1,,"0,9",,,,1,"1,3",,"5,5",,,"0,9",,"2,6","6,9","2,1","2,7",
kvartira-v-tsentre-moskva123456789.ru.html,,1,1,,,,,,,1,1,,,1,,,,,,1,,,,,,,,,,,7520,-,6,Kvartira v tsentre,-,-,kvartira-v-tsentre-moskva123456789.ru.html,,"9,5",,"8,9",,,,"8,9","8,7",,"6,3",,,"8,4",,"11,7",8,"7,5","9,1",
ru-happy-hostel-strastnoy.ru.html,1,,,,,,,,,,1,,,1,,,,,,1,1,,1,,,,,,,,3500,-,6,,114," 7,7 ",ru-happy-hostel-strastnoy.ru.html,,"0,9","4,2","1,4",,,,"1,4","1,6",,,,,2,,"2,1","6,5","2,7",2,
pafos-na-taghankie.ru.html,1,,,,,,,,,,1,,1,1,,,,,,1,,,,1,,,,,,,7540,3,6,,1072," 6,8 ",pafos-na-taghankie.ru.html,,"3,5",,3,,,,3,3,,"5,1",,,"2,4",,"5,2","7,1","2,5","4,3",
hotel-apelsin-on-yugo-zapadnaya.ru.html,1,,,,,,,,,,1,,,1,,,1,,,1,,1,,,,,,,,,3000,3,6,,139," 8,0 ",hotel-apelsin-on-yugo-zapadnaya.ru.html,,"13,6",,"13,3",,,"11,4","13,2","12,9",,"8,7",,,"13,3",,,"7,2","12,1","11,8",
akademicheskaya.ru.html,1,,,,,,,,1,1,,,,1,,1,,,,1,,,,,,,,,,,4000,3,6,,2781," 7,9 ",akademicheskaya.ru.html,,,,,,,,,,,,,,,,,,,,
otiel-quot-mishiel-quot.ru.html,1,,1,,,1,,,,,,,,1,,1,,,,,,,1,1,,,,,,,5800,3,7,,188," 7,8 ",otiel-quot-mishiel-quot.ru.html,,"3,2",,"2,6",,,,"2,7","2,6",,"4,6",,,2,,"5,1","6,5","1,9","3,8",
ladomir-na-yauze.ru.html,1,,,,,,,,,,,,1,1,,1,,1,,1,,,,,,,,,,,2200,1,6,,100," 7,7 ",ladomir-na-yauze.ru.html,,"5,9",,"6,1",,"3,3",,"6,2","6,5",,,,,6,,"4,6","12,2","7,2","7,9",
